album,song,word_count,tb_polarity,tb_subjectivity,tb_sentiment,vader_compound,vader_positive,vader_negative,vader_neutral,vader_sentiment
Red_TaylorsVersion_,Holyground Taylorsversion,297,0.1915281385281385,0.39098268398268404,positive,0.9808,0.111,0.017,0.872,positive
Red_TaylorsVersion_,Theluckyone Taylorsversion,359,0.22118807118807116,0.6811207311207311,positive,0.9961,0.201,0.038,0.761,positive
Red_TaylorsVersion_,Iknewyouweretrouble Taylorsversion,445,-0.17773711137347495,0.31016922471467906,negative,-0.9991,0.028,0.287,0.684,negative
Red_TaylorsVersion_,Red Taylorsversion,342,0.07538277018796495,0.23668784318134964,neutral,0.9942,0.223,0.096,0.681,positive
Red_TaylorsVersion_,Themomentiknew Taylorsversion,364,-0.0005607315389924066,0.41145617667356793,neutral,0.9886,0.15,0.077,0.773,positive
Red_TaylorsVersion_,Starlight Taylorsversion,359,0.21933333333333332,0.5940000000000001,positive,0.9971,0.213,0.025,0.762,positive
Red_TaylorsVersion_,Messageinabottle Taylorsversion Fromthevault,420,0.34149305555555554,0.6329861111111109,positive,0.9978,0.191,0.038,0.771,positive
Red_TaylorsVersion_,Ialmostdo Taylorsversion,294,-0.14583333333333334,0.5358333333333334,negative,0.7918,0.082,0.06,0.858,positive
Red_TaylorsVersion_,Thelasttime Taylorsversion,489,0.10389610389610389,0.2165223665223664,positive,0.991,0.117,0.036,0.847,positive
Red_TaylorsVersion_,Girlathome Taylorsversion,417,0.13180708180708184,0.6753968253968254,positive,-0.036,0.077,0.069,0.854,neutral
Red_TaylorsVersion_,Stateofgrace Acousticversion Taylorsversion,250,0.1733696411115766,0.5152073732718895,positive,0.9948,0.217,0.058,0.726,positive
Red_TaylorsVersion_,Comeback Behere Taylorsversion,346,0.0038198309626881035,0.18145537002679857,neutral,0.9312,0.102,0.055,0.844,positive
Red_TaylorsVersion_,Run Taylorsversion Fromthevault,457,-0.037142857142857144,0.31142857142857144,neutral,0.9903,0.116,0.034,0.85,positive
Red_TaylorsVersion_,Foreverwinter Taylorsversion Fromthevault,383,0.1745475589225589,0.3748842592592592,positive,0.2677,0.071,0.066,0.863,positive
Red_TaylorsVersion_,Betterman Taylorsversion Fromthevault,529,0.3754742547425474,0.44972899728997295,positive,0.9996,0.303,0.044,0.654,positive
Red_TaylorsVersion_,Treacherous Taylorsversion,277,0.23642857142857138,0.4742857142857143,positive,-0.5777,0.067,0.086,0.847,negative
THETORTUREDPOETSDEPARTMENT,Thetorturedpoetsdepartment,442,0.002469135802469124,0.4160493827160494,neutral,0.8789,0.084,0.068,0.848,positive
THETORTUREDPOETSDEPARTMENT,Solong London,408,0.09904572940287228,0.4710128495842782,neutral,-0.9581,0.105,0.15,0.745,negative
THETORTUREDPOETSDEPARTMENT,Icandoitwithabrokenheart,423,-0.007716049382716048,0.5685185185185186,neutral,0.5793,0.166,0.169,0.665,positive
THETORTUREDPOETSDEPARTMENT,Icanfixhim Noreallyican,266,0.14999999999999997,0.5455782312925169,positive,0.9948,0.2,0.037,0.763,positive
THETORTUREDPOETSDEPARTMENT,Guiltyassin,380,-0.08601190476190476,0.5208333333333334,neutral,-0.9907,0.072,0.149,0.779,negative
THETORTUREDPOETSDEPARTMENT,Thealchemy,386,0.19508547008547003,0.48199786324786326,positive,0.9971,0.214,0.086,0.701,positive
THETORTUREDPOETSDEPARTMENT,Myboyonlybreakshisfavoritetoys,308,0.21407995296884183,0.5675778953556733,positive,0.9784,0.165,0.098,0.737,positive
THETORTUREDPOETSDEPARTMENT,Freshouttheslammer,303,0.17857142857142855,0.37936507936507935,positive,0.9907,0.148,0.03,0.821,positive
THETORTUREDPOETSDEPARTMENT,Fortnight,386,0.29785353535353537,0.6243265993265993,positive,0.9709,0.172,0.124,0.704,positive
THETORTUREDPOETSDEPARTMENT,Florida,504,-0.056273946360153246,0.5377394636015325,neutral,-0.9952,0.102,0.171,0.728,negative
THETORTUREDPOETSDEPARTMENT,Whosafraidoflittleoldme,476,-0.16614583333333333,0.5397569444444442,negative,-0.9825,0.101,0.143,0.757,negative
THETORTUREDPOETSDEPARTMENT,Thesmallestmanwhoeverlived,340,-0.009523809523809533,0.4686507936507936,neutral,-0.9761,0.086,0.132,0.782,negative
THETORTUREDPOETSDEPARTMENT,Clarabow,275,0.2326479076479077,0.6137536075036076,positive,-0.2018,0.171,0.154,0.675,negative
THETORTUREDPOETSDEPARTMENT,Loml,385,0.2731481481481481,0.5287037037037038,positive,-0.9764,0.095,0.134,0.771,negative
